"oem","model","network_technology","network_2g_bands","network_gprs","network_edge","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","display","memory_card_slot","memory_phonebook","memory_call_records","sound_loudspeaker","sound_alert_types","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_radio","comms_usb","features_sensors","features_messaging","features_browser","features_clock","features_alarm","features_games","features_java","features","misc_colors","network_3g_bands","network_speed","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_internal","main_camera_single","main_camera_video","misc_price","main_camera_features","body","network_4g_bands","body_build","display_protection","memory","main_camera_dual","selfie_camera_dual","selfie_camera_features","selfie_camera_video","comms_nfc","battery_charging","misc_models","tests_performance","tests_camera","tests_loudspeaker","tests_audio_quality","tests_battery_life","tests_display","selfie_camera_single","comms_infrared_port","network_5g_bands","main_camera_quad","main_camera_triple","sound","misc_sar_eu","main_camera_five","features_languages","body_keyboard","misc_sar","battery","main_camera_dual_or_triple","battery_music_play","selfie_camera_triple","main_camera_v1","selfie_camera","camera","main_camera","network","battery_talk_time","battery_stand.by"
"alcatel","OT 535","GSM","GSM 900 / 1800","Class 10","No","2003, July","Discontinued","106 x 47 x 20 mm (4.17 x 1.85 x 0.79 in)","88 g (3.10 oz)","Mini-SIM","CSTN, 4096 colors",,"128 x 128 pixels, 7 lines, 1:1 ratio","Zoom function  Landscape mode  Joystick","No","800 x 10 fields","10 dialed, 10 received, 10 missed calls","No","Vibration; Polyphonic(24) ringtones, composer","No","No","No","No","No",,"V1","SMS, EMS 4.0, MMS","WAP 2.0/xHTML","Yes","Yes","2 - Wall Breaker , Mutant Alert + Downloadable","No","Voice dial  Voice memo  Predictive text input  Organizer","3 - red, blue and grey",,,,,,,"1 MB",,,,,,,,,"SMS templates  Supported formats: JPG, GIF, PNG, BMP, MIDI, i-Melody, AMR",,,,,,,,,,,,,,,"Yes",,,,,,,,,,"Removable Li-Ion battery",,,,,,"No",,,"Up to 6 h","Up to 260 h"
"alcatel","OT 531","GSM","GSM 900 / 1800","Class 8","No","2003, March","Discontinued","116 x 47 x 20 mm (4.57 x 1.85 x 0.79 in)","95 g (3.35 oz)","Mini-SIM","CSTN, 4096 colors",,"128 x 141 pixels","Downloadable wallpapers  Customizable softkeys","No","255 x 6 fields","10 dialed, 10 received, 10 missed calls","Yes","Vibration; Polyphonic(16) ringtones, composer","No","No","No","No","No",,"V1","SMS, EMS","WAP 1.2.1 color image viewer (GIF, PNG, JPG)","Yes","Yes","2 + downloadable","No","Business card exchange via IrDA  Voice dial  Voice memo  Predictive text input  Organizer  Customizable front panel","3",,,,,,,,,,,,,,,,"20 voice dial records  150 SMS messages  SMS templates  Detailed call logs",,,,,,,,,,,,,,,"Yes",,,,,,,,,,"Removable Li-Ion 900 mAh battery",,,,,,"No",,,"Up to 4 h","Up to 350 h"
"alcatel","OT 332","GSM","GSM 900 / 1800","No","No","2003","Discontinued","98 x 43 x 20 mm, 72 cc (3.86 x 1.69 x 0.79 in)","77 g (2.72 oz)","Mini-SIM","CSTN, 4096 colors",,"96 x 65 pixels, 4 lines, 3:2 ratio",,"No","250 x 3 fields","10 dialed, 10 received, 10 missed calls","No","Vibration; Downloadable polyphonic ringtones","No","No","No","No","No",,"V1","SMS, EMS 4.0","WAP","Yes","Yes","1 - Puzzle","No","Predictive text input  Currency converter   Calculator","3 metallic colors",,,,,,,,,,,,,,,,"10 SMS templates",,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion battery",,,,,,"No",,,,
"alcatel","OT 331","GSM","GSM 900 / 1800","No","No","2003, Q2","Discontinued","98 x 42 x 20 mm (3.86 x 1.65 x 0.79 in)","77 g (2.72 oz)","Mini-SIM","Monochrome graphic",,"96 x 65 pixels, 6 x 20 chars, 3:2 ratio",,"No","250 x 3 numbers","10 dialed, 10 received, 10 missed calls","No","Vibration; Downloadable polyphonic ringtones","No","No","No","No","No",,"V1","SMS, EMS","WAP 1.2.1","Yes","Yes","3 - Killer Expo, Eyes&Star, Run-Run-Run","No","Predictive text input  Organizer","3 - Lagoon blue, White and Grey",,,,,,,,,,,,,,,,"5 SMS templates",,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 600 mAh battery",,,,,,"No",,,"Up to 6 h","Up to 280 h"
"alcatel","OT 320","GSM","GSM 900 / 1800","No","No","2003, Q1","Discontinued","106 x 45 x 20 mm, 80 cc (4.17 x 1.77 x 0.79 in)","80 g (2.82 oz)","Mini-SIM","Monochrome graphic",,"112 x 64 pixels, 4 lines, 16:9 ratio",,"No","100","20 received, 20 dialed, 20 missed calls","Yes","Vibration; Polyphonic(8) ringtones","No","No","No","No","No",,"V1","SMS, EMS",,"Yes","Yes","3","No","Organizer","Blue, Light Grey",,,,,,,,,,,,,,,,"10 SMS templates",,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 700 mAh battery",,,,,,"No",,,"Up to 6 h","Up to 120 h"
"alcatel","OT 512","GSM","GSM 900 / 1800","No","No","2002","Discontinued","97 x 42 x 20 mm, 71 cc (3.82 x 1.65 x 0.79 in)","75 g (2.65 oz)","Mini-SIM","Monochrome graphic",,"96 x 64 pixels, 8 x 20 chars, 3:2 ratio","White-blue backlight  Downloadable animations and melodies","No","250","10 dialed, 10 received, 10 missed calls","No","Vibration; Downloadable polyphonic ringtones","No","No","No","No","No",,"V1","SMS","WAP 1.2.1","Yes","Yes","Downloadable","No","Predictive text input  Voice memo  Voice dial","2 - Gold, Platinum",,,,,,,,,,,,,,,,"5 SMS templates",,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 600 mAh battery",,,,,,"No",,,"up to 6 h","up to 280 h"
"alcatel","OT 311","GSM","GSM 900 / 1800","No","No","2001","Discontinued","103 x 44 x 24 mm, 87 cc (4.06 x 1.73 x 0.94 in)","99 g (3.49 oz)","Mini-SIM","Monochrome graphic",,"96 x 65 pixels, 6 lines, 3:2 ratio","Downloadable animations","No","250  x 3 numbers","30 received, dialed and missed calls","Yes","Vibration; Downloadable monophonic ringtones","No","No","No","No","No",,"V1","SMS, EMS","WAP 1.1","Yes","Yes","3 - on some versions","No","Predictive text input  Euro currency converter and calculator  Changeable front panels","4",,,,,,,,,,,,,,,,"5 SMS templates",,,,,,,,,,,,,,,,,,,,,,,,,"Removable NiMH 700 mAh battery",,,,,,"No",,,"up to 5 h","up to 300 h"
"alcatel","OT 500","GSM","GSM 900 / 1800","No","No","2000","Discontinued","103 x 42 x 23 mm, 89 cc (4.06 x 1.65 x 0.91 in)","103 g (3.63 oz)","Mini-SIM","Monochrome graphic",,"96 x 64 pixels, 8 x 20 chars, 3:2 ratio","Animation","No","1000","30 received, dialed and missed calls","Yes","Vibration; Monophonic ringtones","No","No","No","No","No",,"V1","SMS","WAP (for 501)","Yes","Yes","No","No","Predictive text input  SATK  Voice memo (60 sec)  Voice recognition  Organizer","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion battery",,,,,,"No",,,"5 h","320 h"
"alcatel","OT 300","GSM","GSM 900 / 1800","No","No","2000","Discontinued","109 x 45 x 22 mm, 91 cc (4.29 x 1.77 x 0.87 in)","103 g (3.63 oz)","Mini-SIM","Monochrome graphic",,"5 lines","Animation","No","100",,"Yes","Vibration; Downloadable monophonic ringtones","No","No","No","No","No",,"V1","SMS","WAP (for 301,302,303)","Yes","Yes","3 - Puzzle, Music, Logics","No","Predictive text input  SATK","5",,,,,,,,,,,,,,,,"10 Message templates",,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion battery",,,,,,"No",,,"4 h 45 min","165 h"
"alcatel","OT View db @","GSM","GSM 900 / 1800","No","No","2000","Discontinued","133 x 54 x 25 mm, 142 cc (5.24 x 2.13 x 0.98 in)","150 g (5.29 oz)","Mini-SIM","Monochrome graphic",,"96 x 64 pixels, 5 x 15 chars, 3:2 ratio",,"No",,"5 dialed, 5 received, 5 missed calls","Yes","Monophonic ringtones","No","No","No","No","No",,"V1","SMS","WAP","Yes","Yes","No","No","Works with AAA batteries","Jade, Obsidian Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable NiMH 650 mAh battery",,,,,,"No",,,"up to 4 h 45 min","up to 130 h"
"alcatel","OT Pocket","GSM","GSM 900","No","No","1999","Discontinued","116 x 65 x 19 mm (4.57 x 2.56 x 0.75 in)","125 g (4.41 oz)","Mini-SIM","Monochrome graphic",,"96 x 64 pixels, 5 x 15 chars, 3:2 ratio","3 soft keys","No","350","5 dialed, 5 received, 5 missed calls","No","Vibration; Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No","Internet ready","Gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 600 mAh battery",,,,,,"No",,,"up to 3 h 30 min","up to 80 h"
"alcatel","OT View db","GSM","GSM 900 / 1800","No","No","2000","Discontinued","133 x 54 x 25 mm, 142 cc (5.24 x 2.13 x 0.98 in)","150 g (5.29 oz)","Mini-SIM","Monochrome graphic",,"96 x 64 pixels, 5 x 15 chars, 3:2 ratio",,"No",,"5 dialed, 5 received, 5 missed calls","Yes","Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No","Works with AAA batteries","Jade, Obsidian Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable NiMH 650 mAh battery",,,,,,"No",,,"up to 4 h 45 min","up to 130 h"
"alcatel","OT Max db","GSM","GSM 900 / 1800","No","No","2000","Discontinued","122 x 48 x 25 mm, 160 cc (4.80 x 1.89 x 0.98 in)","150 g (5.29 oz)","Mini-SIM","Alphanumeric",,"3 lines",,"No",,"5 dialed, 5 received, 5 missed calls","Yes","Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No","Works with AAA batteries","Denim Blue, Lolita, Grey, Gala Black, Ranger Green, Techno White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable NiMH 650 mAh battery",,,,,,"No",,,"up to 4 h 45 min","up to 130 h"
"alcatel","OT Easy db","GSM","GSM 900 / 1800","No","No","2000","Discontinued","122 x 48 x 25 mm, 160 cc (4.80 x 1.89 x 0.98 in)","150 g (5.29 oz)","Mini-SIM","Alphanumeric",,"3 lines",,"No",,"5 dialed, 5 received, 5 missed calls","Yes","Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No","Works with AAA batteries","9 (Atoll Blue, Havana Brown, ...)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable NiMH 650 mAh battery",,,,,,"No",,,"up to 4 h 45 min","up to 130 h"
"alcatel","OT Gum db","GSM","GSM 900 / 1800","No","No","2000","Discontinued","122 x 48 x 25 mm, 160 cc (4.80 x 1.89 x 0.98 in)","150 g (5.29 oz)","Mini-SIM","Alphanumeric",,"3 lines",,"No",,"10 received, dialed and missed calls","Yes","Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No","Works with AAA batteries  Stickers","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable NiMH 650 mAh battery",,,,,,"No",,,"up to 4 h 45 min","up to 130 h"
"alcatel","OT Club db","GSM","GSM 900 / 1800","No","No","2000","Discontinued","122 x 48 x 25 mm, 160 cc (4.80 x 1.89 x 0.98 in)","150 g (5.29 oz)","Mini-SIM","Alphanumeric",,"3 lines",,"No",,"5 dialed, 5 received, 5 missed calls","No","Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No","Works with AAA batteries","Lapis Grey, Agate Grey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable NiMH 650 mAh battery",,,,,,"No",,,"up to 4 h 45 min","up to 130 h"
"alcatel","OT COM","GSM","GSM 900","No","No","1998","Discontinued","151 x 62 x 24 mm (5.94 x 2.44 x 0.94 in)","230 g (8.11 oz)","Mini-SIM","Monochrome resistive touchscreen",,"160 x 239 pixels, 3:2 ratio","Used to also draw the digit buttons","No","A lot","20 dialed, 20 received, 20 missed calls","No","Monophonic ringtones","No","No","No","No","No",,"V1","SMS, Email",,"Yes","Yes","3","No","Organizer","Black",,,,,,,"512 KB",,,,,,,,,,,,,,,,,,,,,,,,"Yes",,,,,,,"4",,,"Removable NiMH 880 mAh battery",,,,,,"No",,,"2 h","60 h"
"alcatel","OT Pro","GSM","GSM 900","No","No","1998","Discontinued","133 x 54 x 15 mm (5.24 x 2.13 x 0.59 in)","145 g (5.11 oz)","Mini-SIM","Monochrome graphic",,"4 x 16 chars",,"No","100","5 dialed, 5 received, 5 missed calls","No","Vibration; Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No",,"Gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable NiMH 600 mAh battery",,,,,,"No",,,"150 min","70 h"
"alcatel","OT Easy HF","GSM","GSM 900","No","No","1998","Discontinued","133 x 54 x 25 mm, 160 cc (5.24 x 2.13 x 0.98 in)","160 g (5.64 oz)","Mini-SIM","Alphanumeric",,"2 x 12 chars",,"No","SIM only","5 dialed, 5 received, 5 missed calls","Yes","Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No","Works with AAA batteries","Many",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,,
"alcatel","OT Easy","GSM","GSM 900","No","No","1998","Discontinued","133 x 54 x 25 mm, 160 cc (5.24 x 2.13 x 0.98 in)","160 g (5.64 oz)","Mini-SIM","Alphanumeric",,"2 x 12 chars",,"No","SIM only","5 dialed, 5 received, 5 missed calls","No","Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No","Works with AAA batteries","Many",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,,
"alcatel","OT Club","GSM","GSM 900","No","No","1998","Discontinued","133 x 54 x 28 mm, 160 cc (5.24 x 2.13 x 1.10 in)","160 g (5.64 oz)","Mini-SIM","Alphanumeric",,"2 x 12 chars",,"No","SIM only","5 dialed, 5 received, 5 missed calls","No","Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No","Works with AAA batteries","Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,,
"alcatel","OT Club +","GSM","GSM 900","No","No","1998","Discontinued","133 x 54 x 28 mm, 160 cc (5.24 x 2.13 x 1.10 in)","160 g (5.64 oz)","Mini-SIM","Alphanumeric",,"2 x 12 chars",,"No","SIM only","5 dialed, 5 received, 5 missed calls","No","Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No","Works with AAA batteries","Gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,,
"alcatel","OT Max","GSM","GSM 900","No","No","1998","Discontinued","133 x 54 x 25 mm, 160 cc (5.24 x 2.13 x 0.98 in)","160 g (5.64 oz)","Mini-SIM","Alphanumeric",,"2 x 12 chars",,"No","SIM only","5 dialed, 5 received, 5 missed calls","No","Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No","Works with AAA batteries","Many",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,,
"alcatel","OT View","GSM","GSM 900","No","No","1998","Discontinued","133 x 54 x 25 mm, 160 cc (5.24 x 2.13 x 0.98 in)","160 g (5.64 oz)","Mini-SIM","Monochrome graphic",,"5 x 15 chars",,"No","SIM only","5 dialed, 5 received, 5 missed calls","No","Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No","Organizer  Chinese and Arabic characters  Works with AAA batteries","5 colors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,,,
"alcatel","HC 1000","GSM","GSM 900","No","No","1997","Discontinued","143 x 60 x 23 mm (5.63 x 2.36 x 0.91 in)","172 g (6.07 oz)","Mini-SIM","Alphanumeric",,"4 x 16 chars",,"No","100",,"No","Vibration; Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No",,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable NiMH 600 mAh battery",,,,,,"No",,,"80 min","28 h"
"alcatel","HC 800","GSM","GSM 900","No","No","1997","Discontinued","143 x 60 x 23 mm (5.63 x 2.36 x 0.91 in)","172 g (6.07 oz)","Mini-SIM","Alphanumeric",,"4 x 16 chars",,"No","100",,"No","Monophonic ringtones","No","No","No","No","No",,"V1","SMS",,"Yes","Yes","No","No",,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion battery",,,,,,"No",,,,
"Allview","P10 Life","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2019, January","Available. Released 2019, January","149.4 x 71.9 x 9.4 mm (5.88 x 2.83 x 0.37 in)","177.6 g (6.28 oz)","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.34 inches, 73.6 cm (~68.5% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~201 ppi density)",,"microSD, up to 128 GB",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS","FM radio","microUSB 2.0","Accelerometer, proximity",,,,,,,,"Blue","HSDPA 900 / 2100","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 8.1 (Oreo)","Mediatek MT6739 (28 nm)","Quad-core 1.3 GHz Cortex-A53",,"16 GB, 2 GB RAM","8 MP, AF","1080p@30fps",,"LED flash, HDR",,"LTE band 1(2100), 3(1800), 7(2600), 20(800), 38(2600)",,,,,,,,,,,,,,,,,"5 MP",,,,,,"0.80 W/kg (head)    ",,,,,"Li-Po 2500 mAh battery",,,,,,,,,,
"Allview","A10 Lite 2019","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2018, October","Available. Released 2018, October","145.5 x 71.8 x 9.9 mm (5.73 x 2.83 x 0.39 in)","152 g (5.36 oz)","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.34 inches, 73.6 cm (~70.4% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~201 ppi density)",,"microSD, up to 128 GB",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS","FM radio","microUSB 2.0","Accelerometer, proximity",,,,,,,,"Black, Gold","HSDPA 900 / 2100","HSPA 21.1/5.76 Mbps","Android 8.1 Oreo (Go edition)","Mediatek MT6580M (28 nm)","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","8 GB, 1 GB RAM","8 MP, AF","720p",,"LED flash, HDR",,,,,,,,"LED flash",,,,,,,,,,,"2 MP",,,,,,"0.97 W/kg (head)    ",,,,,"Li-Ion 2150 mAh battery",,,,,,,,,,
"Allview","Allwatch Hybrid T","No cellular connectivity","N/A","No","No","2018, December","Available. Released 2018, December","50.6 x 44 x 14.6 mm (1.99 x 1.73 x 0.57 in)","88 g (3.10 oz)","No","LCD touchscreen","1.22 inches, 4.8 cm (~21.6% screen-to-body ratio)","240 x 240 pixels, 1:1 ratio (~278 ppi density)",,"No","Yes","Yes","No",,"No","No","4.2, A2DP, LE","No","No","No","Accelerometer, heart rate","SMS, Email, IM",,,,"No","No",,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non-removable Li-Po 200 mAh battery",,,,,,"No",,,,
"Allview","Allwatch Hybrid S","No cellular connectivity","N/A","No","No","2018, December","Available. Released 2018, December","50.6 x 44 x 14.6 mm (1.99 x 1.73 x 0.57 in)","88 g (3.10 oz)","No","LCD touchscreen","1.22 inches, 4.8 cm (~21.6% screen-to-body ratio)","240 x 240 pixels, 1:1 ratio (~278 ppi density)",,"No","Yes","Yes","No",,"No","No","4.2, A2DP, LE","No","No","No","Accelerometer, heart rate","SMS, Email, IM",,,,"No","No",,"Dark Gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non-removable Li-Po 200 mAh battery",,,,,,"No",,,,
"Allview","A10 Plus","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2018, November","Available. Released 2018, November","151 x 71.8 x 9.6 mm (5.94 x 2.83 x 0.38 in)","150 g (5.29 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.34 inches, 73.6 cm (~67.9% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~201 ppi density)",,"microSD, up to 128 GB",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS","FM radio","microUSB 2.0","Accelerometer",,,,,,,,"Gray","HSDPA 900 / 2100","HSPA 21.1/5.76 Mbps","Android 8.1 Oreo (Go edition)","Mediatek MT6580 (28 nm)","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","8 GB, 1 GB RAM","8 MP, AF","720p",,"LED flash, HDR",,,,,,,,"LED flash",,,,,,,,,,,"5 MP",,,,,,"0.99 W/kg (head)    ",,,,,"Li-Ion 2200 mAh battery",,,,,,,,,,
"Allview","Soul X5 Style","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2018, November","Available. Released 2018, November","157.2 x 76.3 x 8.1 mm (6.19 x 3.00 x 0.32 in)","168 g (5.93 oz)","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.7 cm (~80.7% screen-to-body ratio)","720 x 1500 pixels (~268 ppi density)",,"microSD, up to 256 GB (uses shared SIM slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS","FM radio","microUSB 2.0","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Blue, Gold","HSDPA 850 / 900 / 1900 / 2100","HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps","Android 8.1 (Oreo)","Mediatek MT6762 Helio P22 (12 nm)","Octa-core 2.0 GHz Cortex-A53","PowerVR GE8320","32 GB, 3 GB RAM",,"1080p@30fps","About 220 EUR","LED flash, HDR",,"LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 39(1900), 40(2300), 41(2500)",,"Corning Gorilla Glass 3",,"13 MP, AF  2 MP, depth sensor",,"LED flash",,,,,,,,,,,"8 MP, f/2.2",,,,,,"1.21 W/kg (head)    ",,,,,"Non-removable Li-Po 4000 mAh battery",,,,,,,,,,
"Allview","Allwatch V","No cellular connectivity","N/A","No","No","2018, June","Available. Released 2018, June","42 x 40 x 9.4 mm (1.65 x 1.57 x 0.37 in)","39 g (1.38 oz)","No","LCD touchscreen","1.3 inches, 5.5 cm (~32.5% screen-to-body ratio)","240 x 240 pixels, 1:1 ratio (~261 ppi density)",,"No","Yes","Yes","No",,"No","No","4.0, A2DP, LE","No","No","No","Accelerometer, heart rate","SMS, Email, IM",,,,"No","No",,"Black",,,,,,,,,,,,"IP54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non-removable Li-Po 130 mAh battery",,,,,,"No",,,,
"Allview","Soul X5 Mini","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2018, August","Available. Released 2018, August","149.4 x 70.2 x 8.8 mm (5.88 x 2.76 x 0.35 in)","156 g (5.50 oz)","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.67 inches, 81.0 cm (~77.2% screen-to-body ratio)","720 x 1498 pixels (~293 ppi density)",,"microSD, up to 128 GB (uses shared SIM slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS","FM radio","microUSB 2.0","Fingerprint (rear-mounted), accelerometer, proximity",,,,,,,,"Black, Gold","HSDPA 900 / 2100","HSPA 21.1/5.76 Mbps, LTE","Android 8.1 (Oreo)","Mediatek MT6739 (28 nm)","Quad-core 1.3 GHz Cortex-A53","PowerVR GE8100","16 GB, 2 GB RAM",,"1080p@30fps",,"LED flash, HDR",,"LTE band 1(2100), 3(1800), 7(2600), 20(800), 38(2600)",,"Asahi Glass",,"13 MP, AF  0.3 MP, depth sensor",,,,,,,,,,,,,"5 MP",,,,,,"0.66 W/kg (head)    ",,,,,"Non-removable Li-Po 3050 mAh battery",,,,,,,,,,
"Allview","P10 Style","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2018, October","Available. Released 2018, October","145.8 x 70 x 8.8 mm (5.74 x 2.76 x 0.35 in)","140 g (4.94 oz)","Hybrid Dual SIM (Micro-SIM/Nano SIM)","IPS LCD capacitive touchscreen, 16M colors","5.34 inches, 73.6 cm (~72.1% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~201 ppi density)",,"microSD, up to 256 GB (uses shared SIM slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n","4.2, A2DP, LE","Yes, with A-GPS","FM radio","microUSB 2.0","Fingerprint (rear-mounted), accelerometer, proximity",,,,,,,,"Black, Gold","HSDPA 850 / 900 / 1900 / 2100","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 8.1 Oreo (Go edition)","Mediatek MT6739M (28 nm)","Quad-core 1.5 GHz Cortex-A53","PowerVR GE8100","8 GB, 1 GB RAM","8 MP, AF","1080p@30fps",,"LED flash",,"LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 39(1900), 40(2300), 41(2500)",,,,,,,,,,,,,,,,,"8 MP",,,,,,"1.26 W/kg (head)    ",,,,,"Non-removable Li-Po 2300 mAh battery",,,,,,,,,,
